formula,T(K),composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,pred_k(W/mK)
PbBi2Te4,1100,Pb1 Bi2 Te4,52.0,83.0,31.0,65.14285714285714,15.020408163265303,52.0,81.0,90.0,9.0,87.57142857142857,2.775510204081633,90.0,127.6,208.9804,81.38040000000001,162.2229714285714,39.56911020408164,127.6,544.4,722.66,178.26,654.2928571428571,78.1338775510204,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.428571428571429,0.489795918367347,5.0,138.0,148.0,10.0,142.0,4.571428571428571,138.0,2.02,2.33,0.31,2.11,0.0628571428571427,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,6.0,6.857142857142857,0.0,16.0,29.0,13.0,21.428571428571427,6.204081632653062,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,33.294761904742856,1.6783673469224465,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,122.42857142857144,63.10204081632653,152.0,1.1091578
PbBi2Te4,1150,Pb1 Bi2 Te4,52.0,83.0,31.0,65.14285714285714,15.020408163265303,52.0,81.0,90.0,9.0,87.57142857142857,2.775510204081633,90.0,127.6,208.9804,81.38040000000001,162.2229714285714,39.56911020408164,127.6,544.4,722.66,178.26,654.2928571428571,78.1338775510204,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.428571428571429,0.489795918367347,5.0,138.0,148.0,10.0,142.0,4.571428571428571,138.0,2.02,2.33,0.31,2.11,0.0628571428571427,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,6.0,6.857142857142857,0.0,16.0,29.0,13.0,21.428571428571427,6.204081632653062,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,33.294761904742856,1.6783673469224465,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,122.42857142857144,63.10204081632653,152.0,1.1091578
PbBi2Te4,1200,Pb1 Bi2 Te4,52.0,83.0,31.0,65.14285714285714,15.020408163265303,52.0,81.0,90.0,9.0,87.57142857142857,2.775510204081633,90.0,127.6,208.9804,81.38040000000001,162.2229714285714,39.56911020408164,127.6,544.4,722.66,178.26,654.2928571428571,78.1338775510204,722.66,14.0,16.0,2.0,15.428571428571429,0.6530612244897959,16.0,5.0,6.0,1.0,5.428571428571429,0.489795918367347,5.0,138.0,148.0,10.0,142.0,4.571428571428571,138.0,2.02,2.33,0.31,2.11,0.0628571428571427,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.4285714285714284,0.6530612244897959,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,6.0,6.857142857142857,0.0,16.0,29.0,13.0,21.428571428571427,6.204081632653062,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.571428571428572,0.6530612244897959,2.0,28.11,34.7633333333,6.653333333299997,33.294761904742856,1.6783673469224465,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,122.42857142857144,63.10204081632653,152.0,1.1091578
Cu2ZnSnS4,300,Cu2 Zn1 Sn1 S4,16.0,50.0,34.0,25.25,9.25,16.0,64.0,88.0,24.0,78.625,9.71875,88.0,32.065,118.71,86.645,54.93025,22.86525,32.065,388.36,1357.77,969.41,683.3425,339.548125,388.36,11.0,16.0,5.0,14.0,2.0,16.0,3.0,5.0,2.0,3.625,0.625,3.0,105.0,139.0,34.0,118.125,13.125,105.0,1.65,2.58,0.9300000000000002,2.21625,0.3637500000000001,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,9.0,3.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,2.0,11.07,33.285,22.215,21.5665625,7.149921875,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,133.125,63.125,70.0,1.8414359
Cu2ZnSnSe4,600,Cu2 Zn1 Sn1 Se4,29.0,50.0,21.0,34.25,3.9375,34.0,64.0,89.0,25.0,79.125,10.09375,89.0,63.546,118.71,55.164,78.37774999999999,10.6653125,78.96,494.0,1357.77,863.77,736.1624999999999,310.80375,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,5.0,1.0,4.125,0.21875,4.0,120.0,139.0,19.0,125.625,6.53125,120.0,1.65,2.55,0.8999999999999999,2.20125,0.3487499999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,2.0,11.07,33.285,22.215,21.633125,7.19984375,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,105.125,91.125,14.0,2.744411
Cu2ZnSnSe4,700,Cu2 Zn1 Sn1 Se4,29.0,50.0,21.0,34.25,3.9375,34.0,64.0,89.0,25.0,79.125,10.09375,89.0,63.546,118.71,55.164,78.37774999999999,10.6653125,78.96,494.0,1357.77,863.77,736.1624999999999,310.80375,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,5.0,1.0,4.125,0.21875,4.0,120.0,139.0,19.0,125.625,6.53125,120.0,1.65,2.55,0.8999999999999999,2.20125,0.3487499999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,2.0,11.07,33.285,22.215,21.633125,7.19984375,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,105.125,91.125,14.0,2.6310434
CuGaTe2CdCl2,650,Cu1 Ga1 Te2 Cd1 Cl2,17.0,52.0,35.0,35.142857142857146,13.306122448979592,17.0,64.0,94.0,30.0,82.28571428571429,11.10204081632653,90.0,35.453,127.6,92.147,81.68371428571429,35.01710204081632,35.453,171.6,1357.77,1186.17,577.6314285714286,310.5097959183673,171.6,11.0,17.0,6.0,14.571428571428571,2.204081632653061,16.0,3.0,5.0,2.0,4.142857142857143,0.7346938775510204,3.0,102.0,144.0,42.0,125.42857142857144,14.36734693877551,102.0,1.69,3.16,1.4700000000000002,2.2742857142857145,0.5061224489795919,2.1,1.0,2.0,1.0,1.8571428571428568,0.2448979591836734,2.0,0.0,5.0,5.0,2.7142857142857144,2.0408163265306123,4.0,0.0,10.0,10.0,7.142857142857143,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,11.714285714285714,2.897959183673469,7.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,5.0,5.0,1.5714285714285714,1.2244897959183674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.7142857142857142,1.1020408163265305,1.0,11.07,34.7633333333,23.6933333333,23.992023809514286,6.443877551012243,24.4975,0.0,2.493,2.493,0.8448571428571429,0.9417959183673468,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,130.71428571428572,57.18367346938776,64.0,1.4678007
CuGaTe2CdCl2,700,Cu1 Ga1 Te2 Cd1 Cl2,17.0,52.0,35.0,35.142857142857146,13.306122448979592,17.0,64.0,94.0,30.0,82.28571428571429,11.10204081632653,90.0,35.453,127.6,92.147,81.68371428571429,35.01710204081632,35.453,171.6,1357.77,1186.17,577.6314285714286,310.5097959183673,171.6,11.0,17.0,6.0,14.571428571428571,2.204081632653061,16.0,3.0,5.0,2.0,4.142857142857143,0.7346938775510204,3.0,102.0,144.0,42.0,125.42857142857144,14.36734693877551,102.0,1.69,3.16,1.4700000000000002,2.2742857142857145,0.5061224489795919,2.1,1.0,2.0,1.0,1.8571428571428568,0.2448979591836734,2.0,0.0,5.0,5.0,2.7142857142857144,2.0408163265306123,4.0,0.0,10.0,10.0,7.142857142857143,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,11.714285714285714,2.897959183673469,7.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,5.0,5.0,1.5714285714285714,1.2244897959183674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.7142857142857142,1.1020408163265305,1.0,11.07,34.7633333333,23.6933333333,23.992023809514286,6.443877551012243,24.4975,0.0,2.493,2.493,0.8448571428571429,0.9417959183673468,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,130.71428571428572,57.18367346938776,64.0,1.4516248
CuGaTe2CdCl2,750,Cu1 Ga1 Te2 Cd1 Cl2,17.0,52.0,35.0,35.142857142857146,13.306122448979592,17.0,64.0,94.0,30.0,82.28571428571429,11.10204081632653,90.0,35.453,127.6,92.147,81.68371428571429,35.01710204081632,35.453,171.6,1357.77,1186.17,577.6314285714286,310.5097959183673,171.6,11.0,17.0,6.0,14.571428571428571,2.204081632653061,16.0,3.0,5.0,2.0,4.142857142857143,0.7346938775510204,3.0,102.0,144.0,42.0,125.42857142857144,14.36734693877551,102.0,1.69,3.16,1.4700000000000002,2.2742857142857145,0.5061224489795919,2.1,1.0,2.0,1.0,1.8571428571428568,0.2448979591836734,2.0,0.0,5.0,5.0,2.7142857142857144,2.0408163265306123,4.0,0.0,10.0,10.0,7.142857142857143,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,11.714285714285714,2.897959183673469,7.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,5.0,5.0,1.5714285714285714,1.2244897959183674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.7142857142857142,1.1020408163265305,1.0,11.07,34.7633333333,23.6933333333,23.992023809514286,6.443877551012243,24.4975,0.0,2.493,2.493,0.8448571428571429,0.9417959183673468,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,130.71428571428572,57.18367346938776,64.0,1.4516248
CuGaTe2CdCl2,800,Cu1 Ga1 Te2 Cd1 Cl2,17.0,52.0,35.0,35.142857142857146,13.306122448979592,17.0,64.0,94.0,30.0,82.28571428571429,11.10204081632653,90.0,35.453,127.6,92.147,81.68371428571429,35.01710204081632,35.453,171.6,1357.77,1186.17,577.6314285714286,310.5097959183673,171.6,11.0,17.0,6.0,14.571428571428571,2.204081632653061,16.0,3.0,5.0,2.0,4.142857142857143,0.7346938775510204,3.0,102.0,144.0,42.0,125.42857142857144,14.36734693877551,102.0,1.69,3.16,1.4700000000000002,2.2742857142857145,0.5061224489795919,2.1,1.0,2.0,1.0,1.8571428571428568,0.2448979591836734,2.0,0.0,5.0,5.0,2.7142857142857144,2.0408163265306123,4.0,0.0,10.0,10.0,7.142857142857143,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,11.714285714285714,2.897959183673469,7.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,5.0,5.0,1.5714285714285714,1.2244897959183674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.7142857142857142,1.1020408163265305,1.0,11.07,34.7633333333,23.6933333333,23.992023809514286,6.443877551012243,24.4975,0.0,2.493,2.493,0.8448571428571429,0.9417959183673468,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,130.71428571428572,57.18367346938776,64.0,1.5815595
Cu0.99Ga0.99Te1.98Cd0.01Cl0.02,350,Cu0.99 Ga0.99 Te1.98 Cd0.01 Cl0.02,17.0,52.0,35.0,40.89724310776943,11.054880308540776,52.0,64.0,94.0,30.0,79.54887218045113,10.517421372981326,90.0,35.453,127.6,92.147,96.84648621553885,30.60030197046501,127.6,171.6,1357.77,1186.17,773.0110776942355,290.1811193397027,722.66,11.0,17.0,6.0,14.01002506265664,2.0049874058580035,16.0,3.0,5.0,2.0,4.4937343358396,0.5049968279093725,5.0,102.0,144.0,42.0,132.37593984962407,5.640039949497805,138.0,1.69,3.16,1.4700000000000002,1.9827067669172933,0.1282137675014604,2.1,1.0,2.0,1.0,1.7518796992481205,0.3731132342133529,2.0,0.0,5.0,5.0,2.2581453634085213,1.756245249715768,4.0,0.0,10.0,10.0,9.949874686716791,0.0997481171600669,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,13.959899749373433,2.024761150997795,16.0,0.0,1.0,1.0,0.2481203007518797,0.3731132342133529,0.0,0.0,5.0,5.0,2.238095238095238,1.3705692803437164,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.486215538847118,1.2474419130533103,2.0,11.07,34.7633333333,23.6933333333,24.848251879682707,9.840531969003628,34.7633333333,0.0,2.493,2.493,0.2427518796992481,0.2421434789982475,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,147.9423558897243,42.49713255570003,152.0,3.427687
CuGaTe2ZnCl2,650,Cu1 Ga1 Te2 Zn1 Cl2,17.0,52.0,35.0,32.57142857142857,11.10204081632653,17.0,64.0,94.0,30.0,82.14285714285714,11.26530612244898,90.0,35.453,127.6,92.147,74.965,30.077142857142857,35.453,171.6,1357.77,1186.17,591.6971428571429,322.5661224489795,171.6,11.0,17.0,6.0,14.571428571428571,2.204081632653061,16.0,3.0,5.0,2.0,4.0,0.5714285714285714,3.0,102.0,138.0,36.0,122.28571428571428,11.755102040816327,102.0,1.65,3.16,1.5100000000000002,2.2685714285714287,0.5093877551020409,2.1,1.0,2.0,1.0,1.8571428571428568,0.2448979591836734,2.0,0.0,5.0,5.0,2.7142857142857144,2.0408163265306123,4.0,0.0,10.0,10.0,7.142857142857143,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,11.714285714285714,2.897959183673469,7.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,5.0,5.0,1.5714285714285714,1.2244897959183674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.7142857142857142,1.1020408163265305,1.0,11.07,34.7633333333,23.6933333333,23.201309523800003,7.347551020399998,24.4975,0.0,2.493,2.493,0.8448571428571429,0.9417959183673468,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,130.71428571428572,57.18367346938776,64.0,1.6172599
CuGaTe2CdCl2,600,Cu1 Ga1 Te2 Cd1 Cl2,17.0,52.0,35.0,35.142857142857146,13.306122448979592,17.0,64.0,94.0,30.0,82.28571428571429,11.10204081632653,90.0,35.453,127.6,92.147,81.68371428571429,35.01710204081632,35.453,171.6,1357.77,1186.17,577.6314285714286,310.5097959183673,171.6,11.0,17.0,6.0,14.571428571428571,2.204081632653061,16.0,3.0,5.0,2.0,4.142857142857143,0.7346938775510204,3.0,102.0,144.0,42.0,125.42857142857144,14.36734693877551,102.0,1.69,3.16,1.4700000000000002,2.2742857142857145,0.5061224489795919,2.1,1.0,2.0,1.0,1.8571428571428568,0.2448979591836734,2.0,0.0,5.0,5.0,2.7142857142857144,2.0408163265306123,4.0,0.0,10.0,10.0,7.142857142857143,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,11.714285714285714,2.897959183673469,7.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,5.0,5.0,1.5714285714285714,1.2244897959183674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.7142857142857142,1.1020408163265305,1.0,11.07,34.7633333333,23.6933333333,23.992023809514286,6.443877551012243,24.4975,0.0,2.493,2.493,0.8448571428571429,0.9417959183673468,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,130.71428571428572,57.18367346938776,64.0,1.4678007
CuGaTe2ZnCl2,600,Cu1 Ga1 Te2 Zn1 Cl2,17.0,52.0,35.0,32.57142857142857,11.10204081632653,17.0,64.0,94.0,30.0,82.14285714285714,11.26530612244898,90.0,35.453,127.6,92.147,74.965,30.077142857142857,35.453,171.6,1357.77,1186.17,591.6971428571429,322.5661224489795,171.6,11.0,17.0,6.0,14.571428571428571,2.204081632653061,16.0,3.0,5.0,2.0,4.0,0.5714285714285714,3.0,102.0,138.0,36.0,122.28571428571428,11.755102040816327,102.0,1.65,3.16,1.5100000000000002,2.2685714285714287,0.5093877551020409,2.1,1.0,2.0,1.0,1.8571428571428568,0.2448979591836734,2.0,0.0,5.0,5.0,2.7142857142857144,2.0408163265306123,4.0,0.0,10.0,10.0,7.142857142857143,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,11.714285714285714,2.897959183673469,7.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,5.0,5.0,1.5714285714285714,1.2244897959183674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.7142857142857142,1.1020408163265305,1.0,11.07,34.7633333333,23.6933333333,23.201309523800003,7.347551020399998,24.4975,0.0,2.493,2.493,0.8448571428571429,0.9417959183673468,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,130.71428571428572,57.18367346938776,64.0,1.6172599
CuGaTe2ZnCl2,700,Cu1 Ga1 Te2 Zn1 Cl2,17.0,52.0,35.0,32.57142857142857,11.10204081632653,17.0,64.0,94.0,30.0,82.14285714285714,11.26530612244898,90.0,35.453,127.6,92.147,74.965,30.077142857142857,35.453,171.6,1357.77,1186.17,591.6971428571429,322.5661224489795,171.6,11.0,17.0,6.0,14.571428571428571,2.204081632653061,16.0,3.0,5.0,2.0,4.0,0.5714285714285714,3.0,102.0,138.0,36.0,122.28571428571428,11.755102040816327,102.0,1.65,3.16,1.5100000000000002,2.2685714285714287,0.5093877551020409,2.1,1.0,2.0,1.0,1.8571428571428568,0.2448979591836734,2.0,0.0,5.0,5.0,2.7142857142857144,2.0408163265306123,4.0,0.0,10.0,10.0,7.142857142857143,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,11.714285714285714,2.897959183673469,7.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,5.0,5.0,1.5714285714285714,1.2244897959183674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.7142857142857142,1.1020408163265305,1.0,11.07,34.7633333333,23.6933333333,23.201309523800003,7.347551020399998,24.4975,0.0,2.493,2.493,0.8448571428571429,0.9417959183673468,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,130.71428571428572,57.18367346938776,64.0,1.6010839
CuGaTe2ZnCl2,750,Cu1 Ga1 Te2 Zn1 Cl2,17.0,52.0,35.0,32.57142857142857,11.10204081632653,17.0,64.0,94.0,30.0,82.14285714285714,11.26530612244898,90.0,35.453,127.6,92.147,74.965,30.077142857142857,35.453,171.6,1357.77,1186.17,591.6971428571429,322.5661224489795,171.6,11.0,17.0,6.0,14.571428571428571,2.204081632653061,16.0,3.0,5.0,2.0,4.0,0.5714285714285714,3.0,102.0,138.0,36.0,122.28571428571428,11.755102040816327,102.0,1.65,3.16,1.5100000000000002,2.2685714285714287,0.5093877551020409,2.1,1.0,2.0,1.0,1.8571428571428568,0.2448979591836734,2.0,0.0,5.0,5.0,2.7142857142857144,2.0408163265306123,4.0,0.0,10.0,10.0,7.142857142857143,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,11.714285714285714,2.897959183673469,7.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,5.0,5.0,1.5714285714285714,1.2244897959183674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.7142857142857142,1.1020408163265305,1.0,11.07,34.7633333333,23.6933333333,23.201309523800003,7.347551020399998,24.4975,0.0,2.493,2.493,0.8448571428571429,0.9417959183673468,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,130.71428571428572,57.18367346938776,64.0,1.6010839
NaCuTe,200,Na1 Cu1 Te1,11.0,52.0,41.0,30.666666666666668,14.222222222222223,11.0,2.0,90.0,88.0,52.0,33.333333333333336,2.0,22.98976928,127.6,104.61023072,71.37858976,37.48094016,22.98976928,370.87,1357.77,986.9,817.0999999999999,360.44666666666666,370.87,1.0,16.0,15.0,9.333333333333334,5.5555555555555545,1.0,3.0,5.0,2.0,4.0,0.6666666666666666,3.0,132.0,166.0,34.0,145.33333333333334,13.77777777777778,132.0,0.93,2.1,1.17,1.643333333333333,0.4755555555555555,0.93,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,9.333333333333334,5.5555555555555545,1.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,0.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,11.07,34.7633333333,23.6933333333,25.025555555533334,9.303703703688887,11.07,0.0,0.464,0.464,0.1546666666666666,0.2062222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,229.0,77.0,202.0,33.333333333333336,152.0,1.4527231
