formula,T(K),composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,pred_k(W/mK)
CuGa0.99Ti0.01Te2,500,Cu1 Ga0.99 Ti0.01 Te2,22.0,52.0,30.0,40.9775,11.0225,52.0,43.0,90.0,47.0,79.4225,10.5775,90.0,47.867,127.6,79.733,97.06261,30.53739,127.6,302.91,1941.0,1638.09,780.595225,294.38941137500007,722.66,4.0,16.0,12.0,13.9775,2.0225,16.0,4.0,5.0,1.0,4.5,0.5,5.0,122.0,160.0,38.0,132.595,5.542025000000001,138.0,1.54,2.1,0.56,1.976825,0.123175,2.1,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.2475,1.7525,4.0,2.0,10.0,8.0,9.98,0.0398999999999995,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,13.9775,2.0225,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.2375,1.3674375,2.0,0.0,8.0,8.0,0.02,0.0399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.5075000000000003,1.2612500000000002,2.0,11.07,34.7633333333,23.6933333333,24.85812291665,9.905210416649997,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-08,1.1238499999983377e-07,0.0,64.0,225.0,161.0,148.575,41.864625,152.0,3.1229448
CuGa0.95Ti0.05Te2,400,Cu1 Ga0.95 Ti0.05 Te2,22.0,52.0,30.0,40.8875,11.1125,52.0,43.0,90.0,47.0,79.11250000000001,10.8875,90.0,47.867,127.6,79.733,96.84405,30.75595,127.6,302.91,1941.0,1638.09,796.9761249999999,308.997534375,722.66,4.0,16.0,12.0,13.8875,2.1125,16.0,4.0,5.0,1.0,4.5,0.5,5.0,122.0,160.0,38.0,132.975,5.7006250000000005,138.0,1.54,2.1,0.56,1.974125,0.125875,2.1,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.2375,1.7625,4.0,2.0,10.0,8.0,9.9,0.1974999999999996,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,13.8875,2.1125,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.1875,1.3359375,2.0,0.0,8.0,8.0,0.1,0.1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.5375,1.30625,2.0,11.07,34.7633333333,23.6933333333,24.83644791665,9.926885416649998,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,2.25333333333e-05,2.25333333333e-05,2.8166666666625e-07,5.562916666658437e-07,0.0,64.0,225.0,161.0,149.875,40.790625000000006,152.0,3.4168005
CuGa0.97Ti0.03Te2,600,Cu1 Ga0.97 Ti0.03 Te2,22.0,52.0,30.0,40.9325,11.0675,52.0,43.0,90.0,47.0,79.2675,10.732499999999998,90.0,47.867,127.6,79.733,96.95333,30.64667,127.6,302.91,1941.0,1638.09,788.785675,301.775377375,722.66,4.0,16.0,12.0,13.9325,2.0675,16.0,4.0,5.0,1.0,4.5,0.5,5.0,122.0,160.0,38.0,132.785,5.623225,138.0,1.54,2.1,0.56,1.975475,0.124525,2.1,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.2425,1.7574999999999998,4.0,2.0,10.0,8.0,9.94,0.1191000000000004,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,13.9325,2.0675,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.2125,1.3519375,2.0,0.0,8.0,8.0,0.06,0.1191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.5225,1.28375,2.0,11.07,34.7633333333,23.6933333333,24.84728541665,9.916047916649998,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,2.25333333333e-05,2.25333333333e-05,1.6899999999975e-07,3.3546499999950374e-07,0.0,64.0,225.0,161.0,149.225,41.334125,152.0,3.061999
CuGa0.97Ti0.03Te2,500,Cu1 Ga0.97 Ti0.03 Te2,22.0,52.0,30.0,40.9325,11.0675,52.0,43.0,90.0,47.0,79.2675,10.732499999999998,90.0,47.867,127.6,79.733,96.95333,30.64667,127.6,302.91,1941.0,1638.09,788.785675,301.775377375,722.66,4.0,16.0,12.0,13.9325,2.0675,16.0,4.0,5.0,1.0,4.5,0.5,5.0,122.0,160.0,38.0,132.785,5.623225,138.0,1.54,2.1,0.56,1.975475,0.124525,2.1,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.2425,1.7574999999999998,4.0,2.0,10.0,8.0,9.94,0.1191000000000004,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,13.9325,2.0675,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.2125,1.3519375,2.0,0.0,8.0,8.0,0.06,0.1191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.5225,1.28375,2.0,11.07,34.7633333333,23.6933333333,24.84728541665,9.916047916649998,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,2.25333333333e-05,2.25333333333e-05,1.6899999999975e-07,3.3546499999950374e-07,0.0,64.0,225.0,161.0,149.225,41.334125,152.0,3.1229448
CuGa0.97Ti0.03Te2,550,Cu1 Ga0.97 Ti0.03 Te2,22.0,52.0,30.0,40.9325,11.0675,52.0,43.0,90.0,47.0,79.2675,10.732499999999998,90.0,47.867,127.6,79.733,96.95333,30.64667,127.6,302.91,1941.0,1638.09,788.785675,301.775377375,722.66,4.0,16.0,12.0,13.9325,2.0675,16.0,4.0,5.0,1.0,4.5,0.5,5.0,122.0,160.0,38.0,132.785,5.623225,138.0,1.54,2.1,0.56,1.975475,0.124525,2.1,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.2425,1.7574999999999998,4.0,2.0,10.0,8.0,9.94,0.1191000000000004,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,13.9325,2.0675,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.2125,1.3519375,2.0,0.0,8.0,8.0,0.06,0.1191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.5225,1.28375,2.0,11.07,34.7633333333,23.6933333333,24.84728541665,9.916047916649998,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,2.25333333333e-05,2.25333333333e-05,1.6899999999975e-07,3.3546499999950374e-07,0.0,64.0,225.0,161.0,149.225,41.334125,152.0,3.1229448
CuGa0.95Ti0.05Te2,450,Cu1 Ga0.95 Ti0.05 Te2,22.0,52.0,30.0,40.8875,11.1125,52.0,43.0,90.0,47.0,79.11250000000001,10.8875,90.0,47.867,127.6,79.733,96.84405,30.75595,127.6,302.91,1941.0,1638.09,796.9761249999999,308.997534375,722.66,4.0,16.0,12.0,13.8875,2.1125,16.0,4.0,5.0,1.0,4.5,0.5,5.0,122.0,160.0,38.0,132.975,5.7006250000000005,138.0,1.54,2.1,0.56,1.974125,0.125875,2.1,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.2375,1.7625,4.0,2.0,10.0,8.0,9.9,0.1974999999999996,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,13.8875,2.1125,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.1875,1.3359375,2.0,0.0,8.0,8.0,0.1,0.1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.5375,1.30625,2.0,11.07,34.7633333333,23.6933333333,24.83644791665,9.926885416649998,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,2.25333333333e-05,2.25333333333e-05,2.8166666666625e-07,5.562916666658437e-07,0.0,64.0,225.0,161.0,149.875,40.790625000000006,152.0,3.4168005
CuGa0.95Ti0.05Te2,500,Cu1 Ga0.95 Ti0.05 Te2,22.0,52.0,30.0,40.8875,11.1125,52.0,43.0,90.0,47.0,79.11250000000001,10.8875,90.0,47.867,127.6,79.733,96.84405,30.75595,127.6,302.91,1941.0,1638.09,796.9761249999999,308.997534375,722.66,4.0,16.0,12.0,13.8875,2.1125,16.0,4.0,5.0,1.0,4.5,0.5,5.0,122.0,160.0,38.0,132.975,5.7006250000000005,138.0,1.54,2.1,0.56,1.974125,0.125875,2.1,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.2375,1.7625,4.0,2.0,10.0,8.0,9.9,0.1974999999999996,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,13.8875,2.1125,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.1875,1.3359375,2.0,0.0,8.0,8.0,0.1,0.1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.5375,1.30625,2.0,11.07,34.7633333333,23.6933333333,24.83644791665,9.926885416649998,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,2.25333333333e-05,2.25333333333e-05,2.8166666666625e-07,5.562916666658437e-07,0.0,64.0,225.0,161.0,149.875,40.790625000000006,152.0,3.2959309
BaSnS3,300,Ba1 Sn1 S3,16.0,56.0,40.0,30.8,17.76,16.0,9.0,88.0,79.0,70.6,24.640000000000004,88.0,32.065,137.327,105.262,70.4464,46.05768,32.065,388.36,1000.0,611.64,534.0319999999999,186.38719999999995,388.36,2.0,16.0,14.0,12.8,4.319999999999999,16.0,3.0,6.0,3.0,4.0,1.2,3.0,105.0,215.0,110.0,133.8,34.56,105.0,0.89,2.58,1.69,2.118,0.5544,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,25.786875,63.59,37.80312500000001,34.847125,11.49715,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,116.0,55.2,70.0,2.0137331
BaSnS3,450,Ba1 Sn1 S3,16.0,56.0,40.0,30.8,17.76,16.0,9.0,88.0,79.0,70.6,24.640000000000004,88.0,32.065,137.327,105.262,70.4464,46.05768,32.065,388.36,1000.0,611.64,534.0319999999999,186.38719999999995,388.36,2.0,16.0,14.0,12.8,4.319999999999999,16.0,3.0,6.0,3.0,4.0,1.2,3.0,105.0,215.0,110.0,133.8,34.56,105.0,0.89,2.58,1.69,2.118,0.5544,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,25.786875,63.59,37.80312500000001,34.847125,11.49715,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,116.0,55.2,70.0,1.6545899
CuGa0.97Ti0.03Te2,450,Cu1 Ga0.97 Ti0.03 Te2,22.0,52.0,30.0,40.9325,11.0675,52.0,43.0,90.0,47.0,79.2675,10.732499999999998,90.0,47.867,127.6,79.733,96.95333,30.64667,127.6,302.91,1941.0,1638.09,788.785675,301.775377375,722.66,4.0,16.0,12.0,13.9325,2.0675,16.0,4.0,5.0,1.0,4.5,0.5,5.0,122.0,160.0,38.0,132.785,5.623225,138.0,1.54,2.1,0.56,1.975475,0.124525,2.1,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.2425,1.7574999999999998,4.0,2.0,10.0,8.0,9.94,0.1191000000000004,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,13.9325,2.0675,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.2125,1.3519375,2.0,0.0,8.0,8.0,0.06,0.1191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.5225,1.28375,2.0,11.07,34.7633333333,23.6933333333,24.84728541665,9.916047916649998,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,2.25333333333e-05,2.25333333333e-05,1.6899999999975e-07,3.3546499999950374e-07,0.0,64.0,225.0,161.0,149.225,41.334125,152.0,3.2201989
BaSnS3,525,Ba1 Sn1 S3,16.0,56.0,40.0,30.8,17.76,16.0,9.0,88.0,79.0,70.6,24.640000000000004,88.0,32.065,137.327,105.262,70.4464,46.05768,32.065,388.36,1000.0,611.64,534.0319999999999,186.38719999999995,388.36,2.0,16.0,14.0,12.8,4.319999999999999,16.0,3.0,6.0,3.0,4.0,1.2,3.0,105.0,215.0,110.0,133.8,34.56,105.0,0.89,2.58,1.69,2.118,0.5544,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,25.786875,63.59,37.80312500000001,34.847125,11.49715,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,116.0,55.2,70.0,1.5048193
BaSnS3,600,Ba1 Sn1 S3,16.0,56.0,40.0,30.8,17.76,16.0,9.0,88.0,79.0,70.6,24.640000000000004,88.0,32.065,137.327,105.262,70.4464,46.05768,32.065,388.36,1000.0,611.64,534.0319999999999,186.38719999999995,388.36,2.0,16.0,14.0,12.8,4.319999999999999,16.0,3.0,6.0,3.0,4.0,1.2,3.0,105.0,215.0,110.0,133.8,34.56,105.0,0.89,2.58,1.69,2.118,0.5544,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,25.786875,63.59,37.80312500000001,34.847125,11.49715,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,116.0,55.2,70.0,1.4647686
BaSnS3,675,Ba1 Sn1 S3,16.0,56.0,40.0,30.8,17.76,16.0,9.0,88.0,79.0,70.6,24.640000000000004,88.0,32.065,137.327,105.262,70.4464,46.05768,32.065,388.36,1000.0,611.64,534.0319999999999,186.38719999999995,388.36,2.0,16.0,14.0,12.8,4.319999999999999,16.0,3.0,6.0,3.0,4.0,1.2,3.0,105.0,215.0,110.0,133.8,34.56,105.0,0.89,2.58,1.69,2.118,0.5544,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,25.786875,63.59,37.80312500000001,34.847125,11.49715,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,116.0,55.2,70.0,1.4647686
SrSnS3,375,Sr1 Sn1 S3,16.0,50.0,34.0,27.2,13.439999999999998,16.0,8.0,88.0,80.0,70.4,24.96,88.0,32.065,118.71,86.645,60.505,34.128,32.065,388.36,1050.0,661.64,544.0319999999999,202.38719999999995,388.36,2.0,16.0,14.0,12.8,4.319999999999999,16.0,3.0,5.0,2.0,3.8,0.96,3.0,105.0,195.0,90.0,129.8,29.76,105.0,0.95,2.58,1.63,2.13,0.54,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,25.786875,54.23,28.443125,32.975125,8.625899999999998,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,115.2,54.24000000000001,70.0,1.7426603
BaSnS3,750,Ba1 Sn1 S3,16.0,56.0,40.0,30.8,17.76,16.0,9.0,88.0,79.0,70.6,24.640000000000004,88.0,32.065,137.327,105.262,70.4464,46.05768,32.065,388.36,1000.0,611.64,534.0319999999999,186.38719999999995,388.36,2.0,16.0,14.0,12.8,4.319999999999999,16.0,3.0,6.0,3.0,4.0,1.2,3.0,105.0,215.0,110.0,133.8,34.56,105.0,0.89,2.58,1.69,2.118,0.5544,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,25.786875,63.59,37.80312500000001,34.847125,11.49715,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,116.0,55.2,70.0,1.4485927
SrSnS3,450,Sr1 Sn1 S3,16.0,50.0,34.0,27.2,13.439999999999998,16.0,8.0,88.0,80.0,70.4,24.96,88.0,32.065,118.71,86.645,60.505,34.128,32.065,388.36,1050.0,661.64,544.0319999999999,202.38719999999995,388.36,2.0,16.0,14.0,12.8,4.319999999999999,16.0,3.0,5.0,2.0,3.8,0.96,3.0,105.0,195.0,90.0,129.8,29.76,105.0,0.95,2.58,1.63,2.13,0.54,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,25.786875,54.23,28.443125,32.975125,8.625899999999998,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,115.2,54.24000000000001,70.0,1.3965503
SrSnS3,525,Sr1 Sn1 S3,16.0,50.0,34.0,27.2,13.439999999999998,16.0,8.0,88.0,80.0,70.4,24.96,88.0,32.065,118.71,86.645,60.505,34.128,32.065,388.36,1050.0,661.64,544.0319999999999,202.38719999999995,388.36,2.0,16.0,14.0,12.8,4.319999999999999,16.0,3.0,5.0,2.0,3.8,0.96,3.0,105.0,195.0,90.0,129.8,29.76,105.0,0.95,2.58,1.63,2.13,0.54,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,25.786875,54.23,28.443125,32.975125,8.625899999999998,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,115.2,54.24000000000001,70.0,1.2957344
SrSnS3,600,Sr1 Sn1 S3,16.0,50.0,34.0,27.2,13.439999999999998,16.0,8.0,88.0,80.0,70.4,24.96,88.0,32.065,118.71,86.645,60.505,34.128,32.065,388.36,1050.0,661.64,544.0319999999999,202.38719999999995,388.36,2.0,16.0,14.0,12.8,4.319999999999999,16.0,3.0,5.0,2.0,3.8,0.96,3.0,105.0,195.0,90.0,129.8,29.76,105.0,0.95,2.58,1.63,2.13,0.54,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,25.786875,54.23,28.443125,32.975125,8.625899999999998,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,115.2,54.24000000000001,70.0,1.2556838
SrSnS3,675,Sr1 Sn1 S3,16.0,50.0,34.0,27.2,13.439999999999998,16.0,8.0,88.0,80.0,70.4,24.96,88.0,32.065,118.71,86.645,60.505,34.128,32.065,388.36,1050.0,661.64,544.0319999999999,202.38719999999995,388.36,2.0,16.0,14.0,12.8,4.319999999999999,16.0,3.0,5.0,2.0,3.8,0.96,3.0,105.0,195.0,90.0,129.8,29.76,105.0,0.95,2.58,1.63,2.13,0.54,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,25.786875,54.23,28.443125,32.975125,8.625899999999998,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,115.2,54.24000000000001,70.0,1.2556838
